Date,Close,High,Low,Open,Volume,SMA_20,EMA_20,RSI,MACD,Signal,Stoch,ATR,OBV,ADX
12/12/2017,0.373540998,0.434101999,0.250961006,0.252258003,1555040000,0.255673101,0.253854099,76.22990278,0.016358894,0.010219836,43.21725925,0.032232554,3854822968,47.51966265
12/13/2017,0.471062988,0.513768017,0.342963994,0.372689009,2738759936,0.26710615,0.27454066,83.21981398,0.03161044,0.014497957,64.99758348,0.042996896,6593582904,50.453757
12/14/2017,0.864262998,0.892266989,0.466401011,0.470647991,6358700032,0.2980872,0.330704692,92.63005355,0.074565807,0.026511527,84.25275687,0.072553675,12952282936,54.02514904
12/15/2017,0.756181002,0.86176002,0.666113973,0.86176002,3194210048,0.323276599,0.371226246,79.44205476,0.098748618,0.040958945,86.97973092,0.082193782,9758072888,57.22366535
12/16/2017,0.758642018,0.815922976,0.741666973,0.755492985,1334770048,0.348767801,0.408122986,79.51357664,0.116766245,0.056120405,85.20877562,0.081587744,11092842936,60.09730164
12/17/2017,0.728366017,0.765981019,0.71992898,0.754124999,805200000,0.372489752,0.438622322,76.0100999,0.127136771,0.070323678,78.45707322,0.078887925,10287642936,62.08991503
12/18/2017,0.778406978,0.792014003,0.689323008,0.728035986,1342720000,0.396452501,0.470982766,77.75474521,0.137804846,0.083819912,79.56131538,0.080688175,11630362936,63.07580643
12/19/2017,0.791257024,0.863536,0.756724,0.777446985,1449670016,0.423862153,0.501485076,78.19330845,0.145617673,0.096179464,81.18171057,0.082655677,13080032952,64.22239194
12/20/2017,0.775964022,0.789044023,0.730952978,0.787171006,1007420032,0.450116453,0.527625928,76.26622797,0.148859419,0.106715455,83.54649865,0.080978792,12072612920,64.63112431
12/21/2017,1.19306004,1.236220002,0.782514989,0.782514989,3626109952,0.496984505,0.591000605,86.23224162,0.182975462,0.121967456,87.7846198,0.10933137,15698722872,66.12103745
12/22/2017,1.138280034,1.379179955,0.74101299,1.166509986,4644700160,0.541123907,0.643122456,81.39788642,0.20324945,0.138223855,85.81968822,0.148733037,11054022712,67.6595517
12/23/2017,1.17434001,1.208099961,1.076110005,1.165940046,1497590016,0.587213007,0.693714604,82.10892529,0.219693974,0.154517879,85.65988072,0.147489397,12551612728,69.06266389
12/24/2017,1.043949962,1.175580025,0.911225975,1.175580025,754958976,0.626731955,0.727070352,71.47083637,0.219672741,0.167548851,77.30550521,0.156145188,11796653752,68.12473967
12/25/2017,1.122320056,1.128520012,1.003559947,1.045609951,686014016,0.670542908,0.764713181,73.67822606,0.223404457,0.178719973,76.69991538,0.153841484,12482667768,67.26701512
12/26/2017,1.189489961,1.191310048,1.090620041,1.121739984,938846976,0.718390206,0.805168112,75.43273592,0.22914053,0.188804084,76.53593594,0.149924653,13421514744,66.69106342
12/27/2017,1.399639964,1.468459964,1.182340026,1.184219956,2854259968,0.777231054,0.861784479,79.93828788,0.247787419,0.200600751,84.0197544,0.159938472,16275774712,66.87661671
12/28/2017,1.430879951,1.500800014,1.258649945,1.393890023,2843300096,0.836168802,0.915984048,80.51050125,0.262065095,0.21289362,88.81643392,0.165970468,19119074808,67.11355575
12/29/2017,2.214600086,2.26515007,1.436579943,1.43956995,7545739776,0.934663406,1.039661766,88.99266926,0.332783797,0.236871655,93.84916414,0.214909591,26664814584,68.28769134
12/30/2017,2.159019947,2.854530096,2.035170078,2.198999882,8108389888,1.030747753,1.146267307,86.12979086,0.379964036,0.265490132,85.43108142,0.259093515,18556424696,69.70907311
12/31/2017,2.300570011,2.39199996,1.870300055,2.095099926,4642079744,1.133191703,1.256200898,87.25435829,0.42389028,0.297170161,79.69514351,0.278257446,23198504440,69.99928235
1/1/2018,2.391030073,2.391030073,2.148969889,2.296020031,1894230016,1.234066157,1.364279867,87.92797684,0.460690957,0.32987432,73.48896276,0.27562,25092734456,70.26642017
1/2/2018,2.480900049,2.489190102,2.24793005,2.369479895,3171010048,1.33455801,1.470624646,88.57405759,0.491442471,0.36218795,78.33154144,0.273120013,28263744504,70.60638632
1/3/2018,3.105370045,3.279380083,2.443150043,2.464099884,6635879936,1.446613362,1.626314684,91.84145028,0.559750324,0.401700425,84.574684,0.314036772,34899624440,71.46771856
1/4/2018,3.196630001,3.841939926,3.117340088,3.117340088,8103660032,1.568635812,1.775868524,92.19281422,0.614168949,0.44419413,84.91340195,0.344701091,43003284472,72.50482211
1/5/2018,3.048710108,3.564680099,2.825609922,3.300810099,6288500224,1.683139217,1.897091532,85.7467739,0.638005669,0.482956438,81.75616083,0.37328877,36714784248,72.18903353
1/6/2018,3.09397006,3.236560106,2.989919901,3.021049976,2777560064,1.801419419,2.011079963,86.06776207,0.653020923,0.516969335,75.53397185,0.36411779,39492344312,71.89753162
1/7/2018,3.377810001,3.48725009,3.083820105,3.092959881,2395150080,1.93138957,2.141244729,87.90705911,0.679985679,0.549572604,77.02007054,0.366961698,41887494392,71.82612509
1/8/2018,2.456209898,3.363569975,2.065520048,3.363569975,3315259904,2.014637214,2.171241411,60.14357698,0.619844831,0.563627049,69.25343241,0.435285888,38572234488,68.36534719
1/9/2018,2.101779938,2.52895999,1.980659962,2.443459988,3694700032,2.08092801,2.164626033,53.1865371,0.53738856,0.558379351,55.95089008,0.443447143,34877534456,64.95002897
1/10/2018,1.974920034,2.158869982,1.695189953,2.129909992,4833639936,2.120021009,2.146558795,50.91630253,0.456542103,0.538011902,37.31055008,0.444907102,30043894520,61.08745785
1/11/2018,1.950799942,2.248980045,1.615270019,1.980209947,6296119808,2.160647005,2.127915095,50.47515289,0.386073993,0.50762432,27.89191619,0.458520769,23747774712,57.68278949
1/12/2018,2.043230057,2.156820059,1.86729002,1.940479994,3330810112,2.204091507,2.119849853,52.18482959,0.333837574,0.472866971,22.77495756,0.446343903,27078584824,54.53311439
1/13/2018,2.021349907,2.118700027,1.98202002,2.05140996,2130169984,2.252961504,2.110468906,51.72957821,0.287361764,0.435765929,19.61163915,0.424044632,24948414840,51.61853799
1/14/2018,1.861189961,2.018520117,1.811840057,2.018520117,1978200064,2.289905,2.086728054,48.40106546,0.234898021,0.395592348,16.16704038,0.40860472,22970214776,48.43673115
1/15/2018,1.676730037,1.900810003,1.665289998,1.856250048,1838460032,2.314267004,2.047680624,44.82378788,0.176402297,0.351754338,10.68052112,0.396154671,21131754744,45.09022206
1/16/2018,1.179239988,1.701380014,0.909313023,1.678359985,5687960064,2.303247005,1.964971992,36.90212813,0.088876216,0.299178713,7.669580486,0.424618511,15443794680,43.28038611
1/17/2018,1.306339979,1.376729965,0.897796988,1.183680058,7251210240,2.297020006,1.902245133,39.82795232,0.029427847,0.24522854,8.613638206,0.428521594,22695004920,41.62503584
1/18/2018,1.596580029,1.73318994,1.256049991,1.30558002,9110439936,2.266119003,1.873134171,45.98718779,0.005669181,0.197316668,16.42765848,0.43201384,31805444856,39.1535459
1/19/2018,1.552049994,1.702139974,1.501340032,1.58217001,3697430016,2.235770506,1.842554726,45.22235662,-0.016562017,0.154540931,21.7815907,0.415412456,28108014840,36.86364319
1/20/2018,1.578619957,1.628329992,1.502740026,1.562839985,2346449920,2.199673003,1.817418081,45.80156927,-0.03167134,0.117298477,25.92015303,0.394610664,30454464760,34.74164735
1/21/2018,1.38004005,1.576230049,1.343029976,1.576230049,2840750080,2.149123502,1.77576303,42.2092771,-0.058989335,0.082040915,23.70523398,0.383201018,27613714680,33.1538976
1/22/2018,1.357349992,1.428410053,1.163079977,1.391610026,2642510080,2.092945999,1.73591417,41.80580559,-0.081530112,0.049326709,24.67432239,0.374746556,24971204600,32.08762369
1/23/2018,1.337069988,1.434720039,1.204259992,1.353189945,2977080064,2.004530996,1.697929009,41.4246686,-0.099878924,0.019485583,26.74702167,0.364400482,21994124536,31.07841177
1/24/2018,1.357149959,1.424960017,1.30783999,1.352120042,1853440000,1.912556994,1.665473862,41.98861453,-0.111514733,-0.00671448,31.55997952,0.34667412,23847564536,30.1427046
1/25/2018,1.312229991,1.384840012,1.292870045,1.363250017,986067968,1.825732988,1.631831588,41.03678945,-0.122943643,-0.029960313,33.14121147,0.328420274,22861496568,29.31416668
1/26/2018,1.217270017,1.326020002,1.13499999,1.308920026,2037570048,1.731897986,1.592349534,39.0229205,-0.138072004,-0.051582651,31.02677627,0.318575575,20823926520,28.95592697
1/27/2018,1.219110012,1.239480019,1.189440012,1.217890024,689100992,1.623962986,1.556802913,39.08529984,-0.148204459,-0.070907013,29.2513757,0.299339314,21513027512,28.62367812
